EventTime,Source,Info
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1061, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1146, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1062, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1145, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1062, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1146, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1062, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1146, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1146, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1150, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1069, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1150, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1069, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1150, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1069, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1150, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1069, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1150, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1070, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=53->58798, tcp=->, dns=ocsp.globalsign.com, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1070, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1151, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1069, dns=, host=, uri="
